date,time_UTC,lat,lon,source_rate_t/h,uncertainty_t/h,source_type,source_country,id
20250315,10:01:57,37.74,53.99,96,43,Oil,Turkmenistan,
20250315,10:02:11,38.28,54.24,116,44,Oil,Turkmenistan,
20250315,10:02:30,39.4,53.84,219,74,Oil,Turkmenistan,
20250316,06:25:12,53.81,88.14,11,10,Coal,Russian Federation,
20250316,07:55:08,13.04,77.6,31,11,Landfill,India,
20250316,07:56:42,20.94,85.19,16,6,Coal,India,
20250316,08:02:50,38.2,63.68,7,3,Oil,Turkmenistan,
20250316,08:03:04,41.32,69.1,12,7,Gas,Uzbekistan,
20250316,09:43:04,37.6,61.93,36,15,Landfill,Turkmenistan,
20250316,09:43:20,38.95,54.64,88,31,Oil,Turkmenistan,
20250316,09:43:31,39.47,53.74,240,80,Oil,Turkmenistan,
20250316,09:44:37,43.3,52.8,25,10,Oil,Kazakhstan,
20250316,19:50:48,33.03,-99.94,30,16,Oil,United States,
20250317,09:24:06,37.82,61.64,48,19,Gas,Turkmenistan,
20250317,09:24:18,37.92,53.94,36,16,Oil,Turkmenistan,
20250317,09:24:42,39.4,53.79,40,13,Oil,Turkmenistan,
20250317,17:31:25,-34.47,-58.64,28,9,Landfill,Argentina,
20250317,19:32:32,35.05,-98.72,63,25,Gas,United States,
20250318,05:41:44,36.52,112.22,20,12,Coal,China,
20250318,09:05:11,37.66,61.75,112,35,Gas,Turkmenistan,
20250318,09:06:02,41.69,67.11,65,21,Gas,Kazakhstan,
20250318,09:06:06,39.65,53.7,267,89,Oil,Turkmenistan,
20250318,10:42:04,21.74,39.37,26,9,Landfill,Saudi Arabia,
20250318,12:25:30,28.02,9.76,5,5,Gas,Algeria,
20250318,17:34:19,39.84,-80.16,101,47,Coal,United States,
20250319,05:22:37,35.23,113.02,85,43,Coal,China,
20250319,08:42:43,25.79,68.64,8,3,Landfill,Pakistan,
20250319,08:43:48,30.12,71.45,13,6,Landfill,Pakistan,
20250319,08:46:05,38.06,67.3,65,38,Gas,Uzbekistan,
20250319,08:46:07,36.35,59.42,42,27,Landfill,Iran,
20250319,08:46:15,38.09,64.83,52,20,Gas,Turkmenistan,
20250319,08:46:17,37.57,61.82,58,25,Gas,Turkmenistan,
20250319,10:31:06,50.44,38.61,191,63,Gas,Russian Federation,
20250320,05:04:00,35.17,112.83,120,51,Coal,China,
20250320,06:40:00,17.05,96.06,16,6,Landfill,Myanmar,
20250320,06:41:24,21.65,94.63,9,4,Landfill,Myanmar,
20250320,08:27:19,38.09,67.29,108,52,Gas,Uzbekistan,
20250320,08:27:51,40.57,71.75,13,7,Gas,Uzbekistan,
20250320,18:15:13,-34.56,-58.55,76,31,Landfill,Argentina,
20250320,20:15:56,32.32,-101.81,70,23,Oil,United States,
20250321,08:03:50,21.1,72.69,48,17,Gas,India,
20250321,08:05:24,24.76,66.95,73,25,Landfill,Pakistan,
20250321,08:05:25,28.08,77.8,39,15,Landfill,India,
20250321,08:06:52,33.02,73.45,14,5,Landfill,Pakistan,
20250321,18:16:41,33.2,-87.17,15,8,Gas,United States,
20250322,07:48:01,32.11,73.78,19,11,Landfill,Pakistan,
20250322,09:30:24,37.87,62.8,48,18,Gas,Turkmenistan,
20250323,09:07:07,22.72,72.33,19,10,Oil,India,
20250323,09:07:41,24.98,67.68,64,25,Landfill,Pakistan,
20250323,09:07:51,25.66,68.45,50,19,Coal,Pakistan,
20250323,10:51:23,32.05,36.4,8,5,Landfill,Jordan,
20250324,07:18:46,58.9,58.76,36,18,Gas,Russian Federation,
20250324,08:47:06,19.09,72.78,104,35,Gas,India,
20250324,08:48:09,22.73,72.55,19,12,Oil,India,
20250324,08:49:37,28.02,69.92,15,8,Gas,Pakistan,
20250324,08:57:57,57.05,60.47,27,18,Landfill,Russian Federation,
20250324,08:58:28,58.84,59.04,32,15,Gas,Russian Federation,
20250324,20:41:03,31.53,-103.37,13,9,Oil,United States,
20250325,06:49:07,27.4,95.36,10,7,Oil,India,
20250325,08:30:17,27.02,76.17,11,4,Landfill,India,
20250325,20:23:35,36.73,-101.07,36,13,Gas,United States,
20250326,06:30:50,30.65,104.41,8,4,Landfill,China,
20250326,08:10:35,23.06,72.68,9,4,Oil,India,
20250326,08:11:25,27.35,77.72,22,9,Landfill,India,
20250326,08:18:19,51.69,75.5,11,5,Coal,Kazakhstan,
20250326,09:55:10,35.25,51.36,57,36,Gas,Iran,
20250326,11:29:10,8.03,29.13,247,132,Unclassified,South Sudan,
20250327,07:52:27,26.65,78.57,17,7,Landfill,India,
20250327,07:59:28,51.68,75.36,64,23,Coal,Kazakhstan,
20250327,11:16:13,30.26,31.35,70,27,Landfill,Egypt,
20250327,12:58:40,33.21,3.15,15,6,Gas,Algeria,
20250327,18:04:15,35.5,-80.68,12,8,Gas,United States,
20250328,07:40:41,51.72,75.44,55,19,Coal,Kazakhstan,
20250328,09:18:10,37.93,53.94,69,22,Oil,Turkmenistan,
20250328,09:23:17,56.31,50.22,71,32,Gas,Russian Federation,
20250328,12:39:54,32.86,3.73,13,6,Gas,Algeria,
20250329,07:13:15,22.31,88.42,32,15,Gas,India,
20250329,07:21:56,51.69,75.38,85,34,Coal,Kazakhstan,
20250329,17:06:37,-34.71,-59.01,66,23,Landfill,Argentina,
20250330,08:36:24,24.66,67.16,122,44,Landfill,Pakistan,
20250330,08:37:04,28.02,70.26,19,14,Gas,Pakistan,
20250330,08:37:54,31.5,74.37,65,26,Landfill,Pakistan,
20250330,08:38:45,34.16,72.1,16,8,Landfill,Pakistan,
20250330,08:40:12,37.61,61.84,13,6,Gas,Turkmenistan,
20250331,08:17:50,24.85,67.07,141,43,Landfill,Pakistan,
20250331,08:18:03,28.18,77.81,57,23,Landfill,India,
20250331,08:18:54,30.43,71.38,14,10,Landfill,Pakistan,
20250331,08:19:00,31.08,74.63,64,28,Landfill,Pakistan,
20250331,08:19:03,31.19,73.18,24,15,Landfill,Pakistan,
20250331,08:21:38,37.59,61.96,52,17,Landfill,Turkmenistan,
20250331,08:21:56,41.35,69.14,6,3,Gas,Uzbekistan,
20250331,08:23:28,43.44,58.05,115,37,Gas,Uzbekistan,
20250331,10:02:10,35.36,40.28,25,11,Landfill,Syria,
20250331,10:02:42,39.51,53.62,98,31,Oil,Turkmenistan,
20250331,13:26:00,40.35,-3.61,11,5,Landfill,Spain,
20250401,06:25:13,53.79,91.12,47,32,Coal,Russian Federation,
20250401,07:59:17,24.81,67.76,59,28,Landfill,Pakistan,
20250401,07:59:23,28.51,77.54,32,12,Landfill,India,
20250401,08:00:24,31.42,73.12,21,13,Landfill,Pakistan,
20250401,08:02:51,40.44,71.67,16,6,Gas,Uzbekistan,
20250401,08:02:53,40.77,72.31,8,3,Gas,Uzbekistan,
20250401,08:03:11,40.93,69.13,22,13,Gas,Uzbekistan,
20250402,09:20:28,24.97,67.14,197,74,Landfill,Pakistan,
20250402,09:25:19,41.43,59.1,86,26,Gas,Turkmenistan,
20250402,17:31:37,-34.52,-58.73,54,26,Landfill,Argentina,
20250403,07:20:10,25.06,89.22,84,33,Landfill,Bangladesh,
20250403,09:01:35,25.11,67.31,181,60,Landfill,Pakistan,
20250403,10:42:14,21.65,39.46,32,12,Landfill,Saudi Arabia,
20250403,10:45:12,32.12,36.22,23,9,Landfill,Jordan,
20250403,12:26:20,29.83,7.51,22,7,Gas,Algeria,
20250404,08:41:56,23.44,72.63,53,17,Oil,India,
20250404,08:42:41,25.01,66.79,57,19,Landfill,Pakistan,
20250404,08:44:24,31.58,74.22,59,24,Landfill,Pakistan,
20250404,10:31:06,49.54,36.68,50,19,Gas,Ukraine,
20250405,08:22:02,19.14,72.99,29,17,Gas,India,38745_32_20_2272_80_S5P
20250405,08:23:07,22.96,72.6,37,13,Oil,India,38745_32_20_2336_96_S5P
20250406,08:05:13,26.9,76.02,39,24,Landfill,India,38759_32_20_2416_80_S5P
20250406,08:06:20,30.76,74.86,26,12,Landfill,India,38759_32_20_2480_80_S5P
20250406,09:50:03,39.46,53.74,119,43,Oil,Turkmenistan,38760_32_20_2656_160_S5P
20250406,11:29:05,28.85,20.91,8,6,Oil,Libya,38761_32_20_2464_48_S5P
20250407,09:31:13,39.44,53.74,73,22,Oil,Turkmenistan,38774_32_20_2656_112_S5P
20250407,12:54:49,40.07,-3.93,9,4,Landfill,Spain,38776_32_20_2688_32_S5P
20250408,09:07:56,25.12,67.41,161,55,Landfill,Pakistan,38788_32_20_2352_176_S5P
20250408,10:46:45,15.87,45.61,35,11,Oil,Yemen,38789_32_20_2160_183_S5P
20250408,19:19:08,32.17,-93.65,19,12,Gas,United States,38794_32_20_2496_80_S5P
20250408,19:19:10,31.81,-94.85,4,3,Gas,United States,38794_32_20_2496_64_S5P
20250408,19:19:34,33.0,-96.79,26,13,Landfill,United States,38794_32_20_2544_48_S5P
20250408,19:19:54,32.65,-101.42,138,45,Oil,United States,38794_32_20_2560_16_S5P
20250408,19:20:01,34.77,-96.07,5,3,Gas,United States,38794_32_20_2576_48_S5P
20250409,08:48:59,24.94,67.06,57,32,Landfill,Pakistan,38802_32_20_2352_96_S5P
20250409,08:49:05,25.53,68.42,63,21,Coal,Pakistan,38802_32_20_2336_112_S5P
20250409,10:27:45,15.68,46.02,60,19,Oil,Yemen,38803_32_20_2144_128_S5P
20250409,19:00:05,30.64,-93.17,130,60,Gas,United States,38808_32_20_2480_16_S5P
20250409,19:00:22,33.31,-87.34,10,5,Coal,United States,38808_32_20_2512_112_S5P
20250410,08:33:57,38.11,65.26,6,3,Gas,Turkmenistan,38816_32_20_2608_64_S5P
20250410,08:34:30,41.25,69.27,33,13,Gas,Uzbekistan,38816_32_20_2656_112_S5P
20250410,10:09:06,15.62,45.96,29,10,Oil,Yemen,38817_32_20_2160_64_S5P
20250410,11:38:36,-26.57,29.25,12,5,Coal,South Africa,38818_32_20_1296_48_S5P
20250410,20:22:59,34.21,-97.96,39,15,Oil,United States,38823_32_20_2496_183_S5P
20250411,08:15:31,40.79,72.33,12,8,Gas,Uzbekistan,38830_32_20_2656_112_S5P
20250411,20:00:05,20.29,-97.43,14,6,Gas,Mexico,38837_32_20_2224_128_S5P
20250411,20:03:33,31.94,-101.79,70,22,Oil,United States,38837_32_20_2464_128_S5P
20250411,20:04:52,37.14,-101.18,73,25,Gas,United States,38837_32_20_2576_144_S5P
20250412,07:54:51,33.73,72.83,23,11,Landfill,Pakistan,38844_32_20_2528_32_S5P
20250412,12:57:14,28.12,9.79,9,4,Gas,Algeria,38847_32_20_2368_160_S5P
20250412,19:41:26,20.44,-97.55,26,9,Gas,Mexico,38851_32_20_2240_80_S5P
20250412,19:43:54,30.51,-88.51,88,44,Gas,United States,38851_32_20_2416_183_S5P
20250412,19:44:25,32.29,-93.67,23,11,Gas,United States,38851_32_20_2464_144_S5P
20250413,06:01:08,54.89,86.47,29,15,Coal,Russian Federation,38857_32_20_3008_0_S5P
20250413,09:18:50,39.48,53.65,59,20,Oil,Turkmenistan,38859_32_20_2624_80_S5P
20250413,19:25:46,33.55,-87.29,28,13,Coal,United States,38865_32_20_2464_176_S5P
20250414,05:36:08,37.76,113.5,53,23,Coal,China,38871_32_20_2560_112_S5P
20250414,08:55:26,24.92,67.26,62,45,Landfill,Pakistan,38873_32_20_2304_112_S5P
20250414,08:56:15,27.91,69.38,9,9,Landfill,Pakistan,38873_32_20_2352_160_S5P
20250414,08:59:08,37.44,60.91,68,32,Oil,Turkmenistan,38873_32_20_2560_96_S5P
20250414,08:59:48,40.21,63.4,48,16,Gas,Uzbekistan,38873_32_20_2608_112_S5P
20250414,19:06:22,31.52,-87.59,34,17,Landfill,United States,38879_32_20_2432_112_S5P
20250414,20:50:09,38.17,-121.2,9,3,Gas,United States,38880_32_20_2592_32_S5P
20250415,08:34:49,18.93,72.8,73,25,Gas,India,38887_32_20_2176_128_S5P
20250415,10:24:56,48.73,35.79,18,8,Gas,Ukraine,38888_32_20_2800_80_S5P
20250415,12:02:26,31.49,5.92,19,12,Gas,Algeria,38889_32_20_2496_0_S5P
20250415,18:48:15,32.5,-92.17,46,23,Gas,United States,38893_32_20_2496_16_S5P
20250415,20:33:52,49.48,-106.67,28,12,Gas,Canada,38894_32_20_2784_160_S5P
20250416,06:44:47,54.25,86.17,60,33,Coal,Russian Federation,38900_32_20_2912_64_S5P
20250416,06:44:58,54.72,83.73,11,4,Coal,Russian Federation,38900_32_20_2928_48_S5P
20250416,08:16:07,19.11,72.97,46,20,Gas,India,38901_32_20_2192_48_S5P
20250416,08:17:12,23.02,72.57,11,5,Oil,India,38901_32_20_2256_64_S5P
20250416,08:22:07,39.6,65.24,37,21,Gas,Uzbekistan,38901_32_20_2624_48_S5P
20250416,10:07:50,56.0,42.03,13,8,Landfill,Russian Federation,38902_32_20_2912_128_S5P
20250416,18:29:29,33.24,-87.27,14,8,Gas,United States,38907_32_20_2496_32_S5P
20250417,09:42:03,31.2,49.68,39,13,Oil,Iran,38916_32_20_2416_64_S5P
20250417,09:43:49,35.23,40.59,34,17,Oil,Syria,38916_32_20_2544_0_S5P
20250417,09:47:03,48.75,43.83,8,5,Gas,Russian Federation,38916_32_20_2784_64_S5P
20250417,18:12:00,39.83,-80.39,13,7,Coal,United States,38921_32_20_2608_64_S5P
20250418,11:05:08,34.77,40.32,18,7,Landfill,Syria,38931_32_20_2464_176_S5P
20250419,10:42:42,22.04,39.73,24,8,Gas,Saudi Arabia,38945_32_20_2208_112_S5P
20250419,10:46:24,35.54,40.57,35,18,Oil,Syria,38945_32_20_2480_144_S5P
20250420,05:23:51,37.24,111.97,118,105,Coal,China,38956_32_20_2512_48_S5P
20250420,08:42:23,23.01,72.66,46,20,Oil,India,38958_32_20_2208_160_S5P
20250420,08:47:43,37.71,54.14,50,19,Oil,Turkmenistan,38958_32_20_2592_16_S5P
20250420,10:26:10,31.27,48.84,27,13,Oil,Iran,38959_32_20_2368_176_S5P
20250420,10:27:49,36.23,39.87,29,17,Gas,Syria,38959_32_20_2480_96_S5P
20250421,08:23:03,21.14,72.77,32,13,Gas,India,38972_32_20_2176_80_S5P
20250421,08:23:34,22.97,72.59,57,27,Oil,India,38972_32_20_2208_80_S5P
20250421,10:09:20,38.66,54.12,82,39,Oil,Turkmenistan,38973_32_20_2512_183_S5P
20250421,10:12:56,50.4,38.9,35,14,Gas,Russian Federation,38973_32_20_2768_80_S5P
20250421,10:12:58,50.47,39.29,40,15,Gas,Russian Federation,38973_32_20_2768_96_S5P
20250421,10:13:12,51.35,38.67,36,14,Gas,Russian Federation,38973_32_20_2784_96_S5P
20250422,08:06:19,29.44,77.75,30,11,Landfill,India,38986_32_20_2336_112_S5P
20250422,09:50:09,38.25,53.83,101,34,Oil,Turkmenistan,38987_32_20_2496_160_S5P
20250422,09:52:17,44.82,47.18,122,60,Oil,Russian Federation,38987_32_20_2656_96_S5P
20250422,13:05:45,12.18,13.16,44,15,Landfill,Nigeria,38989_32_20_1968_183_S5P
20250423,07:45:14,22.1,83.81,51,24,Coal,India,39000_32_20_2176_112_S5P
20250423,09:27:21,24.8,67.12,140,48,Landfill,Pakistan,39001_32_20_2224_183_S5P
20250423,09:31:20,38.22,53.85,107,43,Oil,Turkmenistan,39001_32_20_2496_112_S5P
20250423,09:31:29,39.27,61.34,156,58,Gas,Turkmenistan,39001_32_20_2528_183_S5P
20250423,09:31:37,39.26,53.87,75,28,Oil,Turkmenistan,39001_32_20_2528_112_S5P
20250423,09:31:49,40.21,61.69,66,22,Gas,Turkmenistan,39001_32_20_2544_176_S5P
20250423,09:38:28,63.67,55.55,18,8,Gas,Russian Federation,39001_32_20_3008_183_S5P
20250423,12:55:21,40.14,-3.69,9,4,Landfill,Spain,39003_32_20_2576_48_S5P
20250423,17:59:45,39.65,-80.48,33,23,Coal,United States,39006_32_20_2576_32_S5P
20250424,03:50:55,-21.87,147.96,19,7,Coal,Australia,39012_32_20_1296_80_S5P
20250424,03:50:59,-21.47,148.36,14,7,Coal,Australia,39012_32_20_1280_80_S5P
20250424,07:26:50,23.81,86.49,43,25,Coal,India,39014_32_20_2208_80_S5P
20250424,07:26:54,23.76,85.46,14,6,Coal,India,39014_32_20_2208_64_S5P
20250424,07:35:08,51.61,74.61,21,10,Oil,Kazakhstan,39014_32_20_2800_64_S5P
20250424,09:08:21,24.96,67.47,148,53,Landfill,Pakistan,39015_32_20_2224_176_S5P
20250425,07:16:16,54.06,87.25,73,44,Coal,Russian Federation,39028_32_20_2800_128_S5P
20250425,08:48:51,23.0,72.63,36,19,Oil,India,39029_32_20_2160_160_S5P
20250425,08:49:36,25.02,67.15,116,40,Landfill,Pakistan,39029_32_20_2224_112_S5P
20250425,11:57:56,-26.31,29.35,19,7,Coal,South Africa,39031_32_20_1168_112_S5P
20250426,08:30:04,23.18,72.72,62,27,Oil,India,39043_32_20_2176_112_S5P
20250426,08:36:47,43.56,55.14,50,24,Gas,Kazakhstan,39043_32_20_2656_0_S5P
20250426,08:36:59,45.01,56.61,196,65,Gas,Uzbekistan,39043_32_20_2672_32_S5P
20250426,13:37:32,33.52,-6.87,12,4,Landfill,Morocco,39046_32_20_2384_96_S5P
20250426,18:22:04,-36.1,-61.37,33,15,Landfill,Argentina,39049_32_20_960_144_S5P
20250427,08:10:20,19.09,72.92,66,23,Gas,India,39057_32_20_2112_48_S5P
20250427,08:13:26,30.99,73.4,44,26,Landfill,Pakistan,39057_32_20_2336_80_S5P
20250427,08:13:31,31.6,74.31,32,10,Landfill,Pakistan,39057_32_20_2336_112_S5P
20250427,08:14:04,33.62,73.03,25,12,Landfill,Pakistan,39057_32_20_2384_80_S5P
20250428,07:54:44,30.76,73.3,12,7,Landfill,Pakistan,39071_32_20_2336_32_S5P
20250428,07:54:53,31.81,74.47,27,11,Landfill,Pakistan,39071_32_20_2368_32_S5P
20250428,07:55:04,32.32,73.88,23,12,Landfill,Pakistan,39071_32_20_2384_32_S5P
20250428,12:59:02,31.86,5.91,11,8,Gas,Algeria,39074_32_20_2320_128_S5P
20250428,18:04:50,34.97,-78.46,10,5,Landfill,United States,39077_32_20_2432_48_S5P
20250428,18:05:10,35.65,-81.11,11,5,Landfill,United States,39077_32_20_2448_32_S5P
20250428,18:06:03,39.26,-80.49,31,20,Coal,United States,39077_32_20_2512_48_S5P
20250428,18:06:12,39.93,-80.43,39,21,Coal,United States,39077_32_20_2528_32_S5P
20250429,09:14:54,24.95,68.98,87,37,Oil,Pakistan,39086_32_20_2192_183_S5P
20250429,17:26:04,-34.55,-58.63,81,32,Landfill,Argentina,39091_32_20_1008_32_S5P
20250501,07:03:42,53.72,91.08,18,8,Coal,Russian Federation,39113_32_20_2768_144_S5P
20250501,07:03:49,53.79,88.15,28,11,Coal,Russian Federation,39113_32_20_2752_112_S5P
20250501,07:03:49,53.93,86.89,17,12,Coal,Russian Federation,39113_32_20_2768_96_S5P
20250501,07:03:53,53.95,87.0,34,24,Coal,Russian Federation,39113_32_20_2768_112_S5P
20250501,07:04:05,54.67,86.3,94,47,Coal,Russian Federation,39113_32_20_2800_112_S5P
20250501,08:42:28,42.42,59.66,23,12,Gas,Uzbekistan,39114_32_20_2560_48_S5P
20250502,08:22:50,39.21,62.12,33,11,Gas,Turkmenistan,39128_32_20_2512_16_S5P
20250502,10:03:10,38.22,53.92,205,93,Oil,Turkmenistan,39129_32_20_2432_176_S5P
20250502,10:03:20,38.61,54.21,124,41,Oil,Turkmenistan,39129_32_20_2448_183_S5P
20250502,18:09:57,-34.55,-58.7,65,33,Landfill,Argentina,39134_32_20_960_144_S5P
20250502,20:16:03,50.35,-114.38,17,9,Gas,Canada,39135_32_20_2704_64_S5P
20250503,08:04:33,40.06,62.31,30,10,Gas,Turkmenistan,39142_32_20_2560_0_S5P
20250503,09:44:48,40.12,54.07,70,21,Gas,Turkmenistan,39143_32_20_2480_144_S5P
20250503,17:51:06,-34.91,-58.83,117,43,Landfill,Argentina,39148_32_20_944_80_S5P
20250503,19:52:24,34.55,-101.57,11,7,Gas,United States,39149_32_20_2368_96_S5P
20250503,19:52:35,35.23,-101.54,14,7,Gas,United States,39149_32_20_2384_96_S5P
20250504,09:24:49,36.76,61.86,31,16,Oil,Turkmenistan,39157_32_20_2384_160_S5P
20250504,09:25:17,38.4,62.39,28,9,Oil,Turkmenistan,39157_32_20_2432_160_S5P
20250504,09:25:45,40.13,62.52,52,16,Gas,Uzbekistan,39157_32_20_2464_176_S5P
20250504,19:32:57,32.7,-96.74,27,10,Landfill,United States,39163_32_20_2320_80_S5P
20250505,09:06:12,37.71,61.23,142,53,Gas,Turkmenistan,39171_32_20_2400_128_S5P
20250505,09:06:46,39.87,61.69,28,14,Oil,Turkmenistan,39171_32_20_2448_112_S5P
20250505,09:06:51,40.0,61.56,33,11,Oil,Turkmenistan,39171_32_20_2448_128_S5P
20250506,08:47:15,38.04,67.34,53,26,Gas,Uzbekistan,39185_32_20_2400_144_S5P
20250507,08:29:14,41.22,69.31,17,6,Gas,Uzbekistan,39199_32_20_2464_112_S5P
20250507,10:09:22,35.39,40.68,27,10,Oil,Syria,39200_32_20_2368_48_S5P
20250507,10:09:32,36.17,41.35,7,4,Oil,Iraq,39200_32_20_2384_48_S5P
20250508,09:50:03,35.48,51.35,36,18,Gas,Iran,39214_32_20_2352_112_S5P
20250508,09:50:41,38.09,53.78,52,25,Oil,Turkmenistan,39214_32_20_2384_160_S5P
20250508,09:50:45,34.88,41.1,22,9,Oil,Syria,39214_32_20_2384_16_S5P
20250508,09:50:50,35.27,40.42,27,10,Landfill,Syria,39214_32_20_2400_0_S5P
20250508,09:50:50,38.51,54.17,44,31,Oil,Turkmenistan,39214_32_20_2400_144_S5P
20250508,09:51:00,38.96,54.19,80,43,Oil,Turkmenistan,39214_32_20_2400_160_S5P
20250508,09:51:06,39.48,53.69,82,32,Oil,Turkmenistan,39214_32_20_2432_144_S5P
20250508,09:51:12,39.86,54.38,113,42,Gas,Turkmenistan,39214_32_20_2432_160_S5P
20250509,07:52:02,44.56,84.49,19,8,Oil,China,39227_32_20_2512_176_S5P
20250509,09:31:35,37.66,61.93,76,30,Landfill,Turkmenistan,39228_32_20_2384_176_S5P
20250509,09:31:50,38.03,53.83,75,33,Oil,Turkmenistan,39228_32_20_2384_112_S5P
20250509,09:32:17,39.67,53.75,54,22,Oil,Turkmenistan,39228_32_20_2416_112_S5P
20250509,17:38:59,-34.28,-58.71,75,30,Landfill,Argentina,39233_32_20_928_48_S5P
20250509,19:37:55,27.41,-97.61,201,71,Gas,United States,39234_32_20_2176_64_S5P
20250510,09:12:41,37.88,60.93,75,35,Gas,Turkmenistan,39242_32_20_2368_144_S5P
20250510,09:12:47,38.75,65.95,21,7,Gas,Uzbekistan,39242_32_20_2400_160_S5P
20250510,09:13:02,37.96,53.81,160,50,Oil,Turkmenistan,39242_32_20_2400_64_S5P
20250510,09:13:40,39.78,53.42,197,68,Oil,Turkmenistan,39242_32_20_2448_64_S5P
20250511,08:53:50,37.26,61.31,66,31,Oil,Turkmenistan,39256_32_20_2384_80_S5P
20250511,18:41:22,-35.58,-59.34,55,21,Landfill,Argentina,39262_32_20_848_183_S5P
20250511,20:42:33,32.7,-103.54,41,19,Oil,United States,39263_32_20_2256_176_S5P
20250512,06:58:04,54.31,86.27,28,16,Coal,Russian Federation,39269_32_20_2720_96_S5P
20250512,08:35:17,37.53,61.46,30,12,Gas,Turkmenistan,39270_32_20_2400_32_S5P
20250512,08:36:32,42.43,60.0,40,12,Gas,Uzbekistan,39270_32_20_2512_48_S5P
20250512,08:40:05,54.72,53.85,47,15,Oil,Russian Federation,39270_32_20_2752_48_S5P
20250513,06:37:17,45.35,85.0,21,7,Oil,China,39283_32_20_2576_16_S5P
20250513,08:12:19,26.37,81.6,24,9,Landfill,India,39284_32_20_2128_160_S5P
20250513,08:14:38,33.69,73.01,26,11,Landfill,Pakistan,39284_32_20_2304_80_S5P
20250513,08:16:35,37.76,62.14,34,12,Gas,Turkmenistan,39284_32_20_2432_0_S5P
20250513,08:16:38,38.77,64.61,11,5,Gas,Turkmenistan,39284_32_20_2448_32_S5P
20250513,08:16:56,41.33,69.21,17,9,Gas,Uzbekistan,39284_32_20_2464_64_S5P
20250513,20:01:14,20.48,-97.4,13,6,Gas,Mexico,39291_32_20_2016_128_S5P
20250513,20:02:45,25.61,-100.05,36,12,Gas,Mexico,39291_32_20_2128_112_S5P
20250514,07:57:50,40.44,71.76,18,8,Gas,Uzbekistan,39298_32_20_2448_48_S5P
20250514,07:58:19,40.99,68.96,22,8,Gas,Uzbekistan,39298_32_20_2464_32_S5P
20250514,07:58:22,41.56,68.84,19,10,Gas,Kazakhstan,39298_32_20_2496_32_S5P
20250514,12:54:20,14.22,14.78,166,90,Unclassified,Chad,39301_32_20_1888_176_S5P
20250514,19:42:29,20.52,-97.6,5,3,Gas,Mexico,39305_32_20_2016_80_S5P
20250514,19:42:29,20.4,-97.28,15,11,Gas,Mexico,39305_32_20_2032_64_S5P
20250516,10:40:46,34.82,41.18,25,9,Oil,Syria,39328_32_20_2272_144_S5P
20250516,10:40:59,35.34,40.33,19,6,Oil,Syria,39328_32_20_2288_128_S5P
20250516,17:10:07,-23.63,-46.44,8,3,Landfill,Brazil,39332_32_20_1104_144_S5P
20250517,08:37:47,24.95,67.2,46,16,Landfill,Pakistan,39341_32_20_2112_64_S5P
20250517,10:20:40,31.15,49.14,64,22,Oil,Iran,39342_32_20_2208_160_S5P
20250517,10:21:54,35.49,51.58,56,20,Gas,Iran,39342_32_20_2288_176_S5P
20250518,10:01:49,31.2,49.02,27,8,Oil,Iran,39356_32_20_2224_112_S5P
20250518,10:02:54,35.29,51.35,26,12,Gas,Iran,39356_32_20_2288_144_S5P
20250519,08:04:32,40.94,68.8,45,23,Gas,Uzbekistan,39369_32_20_2448_48_S5P
20250519,09:44:02,35.11,51.65,55,24,Gas,Iran,39370_32_20_2288_112_S5P
20250519,09:44:34,37.71,61.7,42,14,Gas,Turkmenistan,39370_32_20_2320_183_S5P
20250519,09:44:48,38.41,53.91,56,41,Oil,Turkmenistan,39370_32_20_2352_144_S5P
20250520,04:28:14,58.53,107.76,19,9,Oil,Russian Federation,39381_32_20_2832_16_S5P
20250520,06:08:26,58.44,107.81,22,12,Oil,Russian Federation,39382_32_20_2752_176_S5P
20250520,07:48:16,51.96,75.82,35,14,Landfill,Kazakhstan,39383_32_20_2624_96_S5P
20250520,09:26:19,39.58,53.51,92,36,Oil,Turkmenistan,39384_32_20_2384_96_S5P
20250520,09:32:40,62.31,49.91,37,15,Gas,Russian Federation,39384_32_20_2832_128_S5P
20250520,19:33:01,31.46,-96.76,32,11,Gas,United States,39390_32_20_2208_80_S5P
20250521,09:02:56,24.95,67.23,77,30,Landfill,Pakistan,39398_32_20_2080_160_S5P
20250521,09:06:38,37.76,62.13,15,6,Gas,Turkmenistan,39398_32_20_2320_128_S5P
20250521,09:06:44,38.07,61.77,21,7,Gas,Turkmenistan,39398_32_20_2352_128_S5P
20250521,09:07:21,38.75,54.85,96,32,Oil,Turkmenistan,39398_32_20_2384_48_S5P
20250521,09:07:36,39.46,53.68,103,38,Oil,Turkmenistan,39398_32_20_2400_48_S5P
20250521,19:15:20,35.33,-96.03,18,9,Gas,United States,39404_32_20_2304_48_S5P
20250522,07:08:37,45.7,84.98,21,8,Oil,China,39411_32_20_2512_80_S5P
20250522,08:44:08,24.88,67.12,62,28,Landfill,Pakistan,39412_32_20_2080_80_S5P
20250522,08:49:09,42.15,60.46,150,47,Gas,Uzbekistan,39412_32_20_2432_80_S5P
20250522,11:52:32,-26.52,28.84,34,13,Coal,South Africa,39414_32_20_1024_80_S5P
20250522,18:35:41,-34.53,-59.3,85,27,Landfill,Argentina,39418_32_20_816_176_S5P
